voltage,current,power,power_factor,frequency,hour,day_of_week,apparent_power,reactive_power_estimate,power_change,power_ratio,voltage_deviation,frequency_deviation,power_factor_deviation,night_flag,high_load_flag,condition,label
229.69,1.973,425.17,0.938,49.971,15,5,453.178,157.088,0.17,1.0,0.31,0.029,0.012,0,0,NORMAL,0
228.75,2.567,558.36,0.951,50.016,16,5,587.201,181.557,133.36,1.314,1.25,0.016,0.001,0,0,NORMAL,0
232.02,2.37,510.55,0.928,50.069,16,5,549.887,204.877,85.55,1.201,2.02,0.069,0.022,0,0,NORMAL,0
228.7,2.656,587.6,0.967,50.025,16,5,607.427,154.758,162.6,1.383,1.3,0.025,0.017,0,0,NORMAL,0
230.9,1.534,348.8,0.985,50.04,16,5,354.201,61.119,-76.2,0.821,0.9,0.04,0.035,0,0,NORMAL,0
226.92,4.036,890.91,0.973,50.004,17,5,915.849,211.383,140.91,1.188,3.08,0.004,0.023,0,0,NORMAL,0
231.77,3.57,754.09,0.911,49.974,17,5,827.419,341.233,4.09,1.005,1.77,0.026,0.039,0,0,NORMAL,0
226.95,3.378,729.69,0.952,50.012,17,5,766.637,234.666,-20.31,0.973,3.05,0.012,0.002,0,0,NORMAL,0
232.46,2.172,498.32,0.987,49.992,17,5,504.903,81.148,-251.68,0.664,2.46,0.008,0.037,0,0,NORMAL,0
230.86,2.906,622.56,0.928,49.931,18,5,670.879,249.956,-127.44,0.83,0.86,0.069,0.022,0,0,NORMAL,0
235.18,2.9,614.58,0.901,49.994,18,5,682.022,295.874,-135.42,0.819,5.18,0.006,0.049,0,0,NORMAL,0
228.76,4.244,935.06,0.963,50.017,18,5,970.857,261.647,185.06,1.247,1.24,0.017,0.013,0,0,NORMAL,0
229.44,3.985,900.76,0.985,50.065,18,5,914.318,157.77,150.76,1.201,0.56,0.065,0.035,0,0,NORMAL,0
230.69,2.326,530.44,0.989,50.075,19,5,536.585,79.369,-219.56,0.707,0.69,0.075,0.039,0,0,NORMAL,0
229.6,3.766,827.88,0.958,49.994,19,5,864.674,247.961,77.88,1.104,0.4,0.006,0.008,0,0,NORMAL,0
230.56,4.237,901.41,0.923,50.021,19,5,976.883,375.904,151.41,1.202,0.56,0.021,0.027,0,0,NORMAL,0
231.45,4.41,979.18,0.959,49.994,19,5,1020.694,289.271,229.18,1.306,1.45,0.006,0.009,0,0,NORMAL,0
231.16,3.138,690.17,0.951,50.001,20,5,725.38,224.281,-59.83,0.92,1.16,0.001,0.001,0,0,NORMAL,0
232.1,2.964,663.98,0.965,49.956,20,5,687.944,180.413,-86.02,0.885,2.1,0.044,0.015,0,0,NORMAL,0
230.99,3.742,797.3,0.922,49.986,20,5,864.365,334.673,47.3,1.063,0.99,0.014,0.028,0,0,NORMAL,0
230.78,4.291,916.58,0.926,50.008,20,5,990.277,373.853,166.58,1.222,0.78,0.008,0.024,0,0,NORMAL,0
231.64,3.417,760.26,0.961,50.025,21,5,791.514,218.892,10.26,1.014,1.64,0.025,0.011,0,0,NORMAL,0
227.1,4.447,909.84,0.901,49.949,21,5,1009.914,438.12,159.84,1.213,2.9,0.051,0.049,0,0,NORMAL,0
229.7,4.293,945.55,0.959,49.976,21,5,986.102,279.467,195.55,1.261,0.3,0.024,0.009,0,0,NORMAL,0
230.57,3.787,848.82,0.972,50.017,21,5,873.169,205.178,98.82,1.132,0.57,0.017,0.022,0,0,NORMAL,0
229.37,0.857,190.2,0.968,49.985,22,5,196.57,49.329,-159.8,0.543,0.63,0.015,0.018,0,0,NORMAL,0
230.75,1.28,277.44,0.939,49.963,22,5,295.36,101.579,-72.56,0.793,0.75,0.037,0.011,0,0,NORMAL,0
227.43,2.056,460.74,0.985,50.122,22,5,467.596,80.686,110.74,1.316,2.57,0.122,0.035,0,0,NORMAL,0
228.87,1.945,410.45,0.922,49.933,22,5,445.152,172.358,60.45,1.173,1.13,0.067,0.028,0,0,NORMAL,0
230.04,1.849,405.87,0.954,49.962,23,5,425.344,127.521,55.87,1.16,0.04,0.038,0.004,0,0,NORMAL,0
229.51,1.823,389.05,0.93,50.083,23,5,418.397,153.786,39.05,1.112,0.49,0.083,0.02,0,0,NORMAL,0
232.28,1.334,296.07,0.955,49.988,23,5,309.862,91.907,-53.93,0.846,2.28,0.012,0.005,0,0,NORMAL,0
230.89,1.364,286.12,0.908,49.997,23,5,314.934,131.948,-63.88,0.817,0.89,0.003,0.042,0,0,NORMAL,0
226.59,0.663,146.76,0.977,49.991,0,6,150.229,32.035,16.76,1.129,3.41,0.009,0.027,1,0,NORMAL,0
228.81,0.5,107.92,0.944,50.043,0,6,114.405,37.747,-22.08,0.83,1.19,0.043,0.006,1,0,NORMAL,0
231.96,0.526,119.4,0.978,50.068,0,6,122.011,25.452,-10.6,0.918,1.96,0.068,0.028,1,0,NORMAL,0
228.92,0.655,137.02,0.913,50.091,0,6,149.943,61.171,7.02,1.054,1.08,0.091,0.037,1,0,NORMAL,0
233.44,0.589,133.36,0.97,49.992,1,6,137.496,33.426,3.36,1.026,3.44,0.008,0.02,1,0,NORMAL,0
229.83,0.315,67.1,0.927,49.909,1,6,72.396,27.153,-62.9,0.516,0.17,0.091,0.023,1,0,NORMAL,0
229.69,0.746,157.45,0.919,50.011,1,6,171.349,67.556,27.45,1.211,0.31,0.011,0.031,1,0,NORMAL,0
230.31,0.539,117.34,0.945,50.03,1,6,124.137,40.602,-12.66,0.903,0.31,0.03,0.005,1,0,NORMAL,0
233.83,0.53,113.56,0.916,49.995,2,6,123.93,49.718,-16.44,0.874,3.83,0.005,0.034,1,0,NORMAL,0
230.29,0.55,116.71,0.921,50.077,2,6,126.66,49.342,-13.29,0.898,0.29,0.077,0.029,1,0,NORMAL,0
229.55,0.486,100.55,0.902,49.992,2,6,111.561,48.165,-29.45,0.773,0.45,0.008,0.048,1,0,NORMAL,0
229.1,0.727,154.56,0.928,50.02,2,6,166.556,62.055,24.56,1.189,0.9,0.02,0.022,1,0,NORMAL,0
228.3,0.557,121.72,0.957,49.997,3,6,127.163,36.888,-8.28,0.936,1.7,0.003,0.007,1,0,NORMAL,0
233.09,0.565,128.48,0.976,49.988,3,6,131.696,28.679,-1.52,0.988,3.09,0.012,0.026,1,0,NORMAL,0
232.08,0.636,134.54,0.911,49.994,3,6,147.603,60.872,4.54,1.035,2.08,0.006,0.039,1,0,NORMAL,0
230.69,0.729,163.77,0.974,50.026,3,6,168.173,38.099,33.77,1.26,0.69,0.026,0.024,1,0,NORMAL,0
229.14,0.57,117.7,0.901,49.991,4,6,130.61,56.661,-12.3,0.905,0.86,0.009,0.049,1,0,NORMAL,0
232.4,0.424,90.67,0.92,49.985,4,6,98.538,38.619,-39.33,0.697,2.4,0.015,0.03,1,0,NORMAL,0
228.44,0.728,154.74,0.93,50.015,4,6,166.304,61.127,24.74,1.19,1.56,0.015,0.02,1,0,NORMAL,0
228.05,0.443,99.02,0.981,50.04,4,6,101.026,19.6,-30.98,0.762,1.95,0.04,0.031,1,0,NORMAL,0
230.25,0.637,139.46,0.951,50.018,5,6,146.669,45.349,9.46,1.073,0.25,0.018,0.001,1,0,NORMAL,0
227.55,0.502,112.27,0.984,49.962,5,6,114.23,20.352,-17.73,0.864,2.45,0.038,0.034,1,0,NORMAL,0
232.91,0.373,82.78,0.953,50.035,5,6,86.875,26.321,-47.22,0.637,2.91,0.035,0.003,1,0,NORMAL,0
231.89,0.579,126.32,0.941,50.035,5,6,134.264,45.436,-3.68,0.972,1.89,0.035,0.009,1,0,NORMAL,0
228.79,2.413,535.85,0.97,49.949,6,6,552.07,134.211,35.85,1.072,1.21,0.051,0.02,0,0,NORMAL,0
230.45,1.85,399.34,0.937,49.962,6,6,426.332,148.93,-100.66,0.799,0.45,0.038,0.013,0,0,NORMAL,0
225.76,3.392,704.09,0.919,50.101,6,6,765.778,301.914,204.09,1.408,4.24,0.101,0.031,0,0,NORMAL,0
228.72,1.753,372.5,0.929,49.988,6,6,400.946,148.382,-127.5,0.745,1.28,0.012,0.021,0,0,NORMAL,0
232.32,2.081,476.89,0.987,50.009,7,6,483.458,77.701,-23.11,0.954,2.32,0.009,0.037,0,0,NORMAL,0
230.75,2.309,491.97,0.923,49.977,7,6,532.802,205.022,-8.03,0.984,0.75,0.023,0.027,0,0,NORMAL,0
228.66,2.52,556.16,0.965,50.051,7,6,576.223,151.114,56.16,1.112,1.34,0.051,0.015,0,0,NORMAL,0
227.87,2.499,514.6,0.904,49.952,7,6,569.447,243.457,14.6,1.029,2.13,0.048,0.046,0,0,NORMAL,0
229.37,3.209,705.85,0.959,50.028,8,6,736.048,208.601,205.85,1.412,0.63,0.028,0.009,0,0,NORMAL,0
230.25,2.701,598.87,0.963,50.009,8,6,621.905,167.604,98.87,1.198,0.25,0.009,0.013,0,0,NORMAL,0
232.19,2.939,621.58,0.911,49.952,8,6,682.406,281.429,121.58,1.243,2.19,0.048,0.039,0,0,NORMAL,0
227.7,2.425,518.27,0.939,49.965,8,6,552.172,189.902,18.27,1.037,2.3,0.035,0.011,0,0,NORMAL,0
230.71,1.89,398.03,0.913,49.952,9,6,436.042,177.887,-26.97,0.937,0.71,0.048,0.037,0,0,NORMAL,0
228.37,2.698,595.31,0.966,49.958,9,6,616.142,159.299,170.31,1.401,1.63,0.042,0.016,0,0,NORMAL,0
227.92,1.675,361.13,0.946,49.935,9,6,381.766,123.756,-63.87,0.85,2.08,0.065,0.004,0,0,NORMAL,0
230.55,2.173,468.96,0.936,50.071,9,6,500.985,176.347,43.96,1.103,0.55,0.071,0.014,0,0,NORMAL,0
229.28,8.761,1986.72,0.989,49.988,10,6,2008.722,297.121,1561.72,4.675,0.72,0.012,0.039,0,1,POWER_SPIKE,1
230.81,7.115,1540.38,0.938,50.11,10,6,1642.213,569.249,1115.38,3.624,0.81,0.11,0.012,0,1,POWER_SPIKE,1
227.44,13.198,2914.79,0.971,50.048,10,6,3001.753,717.658,2489.79,6.858,2.56,0.048,0.021,0,1,POWER_SPIKE,1
228.12,11.827,2482.14,0.92,49.96,10,6,2697.975,1057.386,2057.14,5.84,1.88,0.04,0.03,0,1,POWER_SPIKE,1
231.72,7.268,1552.78,0.922,50.029,11,6,1684.141,652.082,1127.78,3.654,1.72,0.029,0.028,0,1,POWER_SPIKE,1
231.49,5.035,1120.17,0.961,49.984,11,6,1165.552,322.332,695.17,2.636,1.49,0.016,0.011,0,1,POWER_SPIKE,1
229.83,9.073,2026.84,0.972,50.014,11,6,2085.248,489.993,1601.84,4.769,0.17,0.014,0.022,0,1,POWER_SPIKE,1
232.32,5.64,1200.32,0.916,50.049,11,6,1310.285,525.658,775.32,2.824,2.32,0.049,0.034,0,1,POWER_SPIKE,1
227.63,8.152,1749.95,0.943,49.956,12,6,1855.64,617.543,1324.95,4.118,2.37,0.044,0.007,0,1,POWER_SPIKE,1
229.59,6.06,1352.4,0.972,49.98,12,6,1391.315,326.932,927.4,3.182,0.41,0.02,0.022,0,1,POWER_SPIKE,1
228.53,12.315,2583.54,0.918,49.909,12,6,2814.347,1116.115,2158.54,6.079,1.47,0.091,0.032,0,1,POWER_SPIKE,1
231.94,9.1,2081.16,0.986,50.006,12,6,2110.654,351.942,1656.16,4.897,1.94,0.006,0.036,0,1,POWER_SPIKE,1
232.06,15.252,3319.96,0.938,49.887,13,6,3539.379,1226.874,2894.96,7.812,2.06,0.113,0.012,0,1,POWER_SPIKE,1
229.09,7.338,1536.46,0.914,49.948,13,6,1681.062,682.031,1111.46,3.615,0.91,0.052,0.036,0,1,POWER_SPIKE,1
228.33,8.887,1889.11,0.931,50.016,13,6,2029.169,740.685,1464.11,4.445,1.67,0.016,0.019,0,1,POWER_SPIKE,1
229.87,9.818,2060.59,0.913,50.032,13,6,2256.864,920.709,1635.59,4.848,0.13,0.032,0.037,0,1,POWER_SPIKE,1
232.17,9.575,2091.94,0.941,49.995,14,6,2223.028,752.287,1666.94,4.922,2.17,0.005,0.009,0,1,POWER_SPIKE,1
233.05,11.214,2459.19,0.941,50.035,14,6,2613.423,884.399,2034.19,5.786,3.05,0.035,0.009,0,1,POWER_SPIKE,1
228.45,9.344,2006.58,0.94,50.001,14,6,2134.637,728.284,1581.58,4.721,1.55,0.001,0.01,0,1,POWER_SPIKE,1
230.04,6.909,1522.49,0.958,50.047,14,6,1589.346,455.774,1097.49,3.582,0.04,0.047,0.008,0,1,POWER_SPIKE,1
226.43,10.381,2275.39,0.968,50.067,15,6,2350.57,589.876,1850.39,5.354,3.57,0.067,0.018,0,1,POWER_SPIKE,1
227.79,14.983,3225.32,0.945,49.987,15,6,3412.978,1116.284,2800.32,7.589,2.21,0.013,0.005,0,1,POWER_SPIKE,1
231.87,7.023,1530.75,0.94,50.037,15,6,1628.423,555.576,1105.75,3.602,1.87,0.037,0.01,0,1,POWER_SPIKE,1
231.01,7.427,1657.33,0.966,49.983,15,6,1715.711,443.584,1232.33,3.9,1.01,0.017,0.016,0,1,POWER_SPIKE,1
231.6,9.505,2115.54,0.961,50.037,16,6,2201.358,608.782,1690.54,4.978,1.6,0.037,0.011,0,1,POWER_SPIKE,1
230.93,8.965,1989.61,0.961,50.045,16,6,2070.287,572.535,1564.61,4.681,0.93,0.045,0.011,0,1,POWER_SPIKE,1
229.7,8.649,1933.14,0.973,49.984,16,6,1986.675,458.535,1508.14,4.549,0.3,0.016,0.023,0,1,POWER_SPIKE,1
229.89,4.565,952.9,0.908,49.981,16,6,1049.448,439.687,527.9,2.242,0.11,0.019,0.042,0,1,POWER_SPIKE,1
228.45,15.161,3138.06,0.906,50.08,17,6,3463.53,1466.035,2388.06,4.184,1.55,0.08,0.044,0,1,POWER_SPIKE,1
232.06,15.503,3543.56,0.985,50.032,17,6,3597.626,620.786,2793.56,4.725,2.06,0.032,0.035,0,1,POWER_SPIKE,1
229.65,8.743,1835.09,0.914,50.037,17,6,2007.83,814.605,1085.09,2.447,0.35,0.037,0.036,0,1,POWER_SPIKE,1
230.31,15.738,3378.22,0.932,50.024,17,6,3624.619,1313.773,2628.22,4.504,0.31,0.024,0.018,0,1,POWER_SPIKE,1
230.84,24.243,5249.38,0.938,50.026,18,6,5596.254,1939.859,4499.38,6.999,0.84,0.026,0.012,0,1,POWER_SPIKE,1
230.37,10.078,2163.74,0.932,50.024,18,6,2321.669,841.508,1413.74,2.885,0.37,0.024,0.018,0,1,POWER_SPIKE,1
230.07,16.274,3433.4,0.917,50.003,18,6,3744.159,1493.497,2683.4,4.578,0.07,0.003,0.033,0,1,POWER_SPIKE,1
229.29,22.486,4753.6,0.922,49.959,18,6,5155.815,1996.279,4003.6,6.338,0.71,0.041,0.028,0,1,POWER_SPIKE,1
229.08,20.691,4441.29,0.937,50.003,19,6,4739.894,1655.784,3691.29,5.922,0.92,0.003,0.013,0,1,POWER_SPIKE,1
230.45,12.281,2790.46,0.986,49.977,19,6,2830.156,471.915,2040.46,3.721,0.45,0.023,0.036,0,1,POWER_SPIKE,1
230.25,20.053,4557.22,0.987,50.001,19,6,4617.203,742.078,3807.22,6.076,0.25,0.001,0.037,0,1,POWER_SPIKE,1
229.98,11.418,2463.16,0.938,49.916,19,6,2625.912,910.234,1713.16,3.284,0.02,0.084,0.012,0,1,POWER_SPIKE,1
227.75,23.831,5015.0,0.924,49.979,20,6,5427.51,2075.439,4265.0,6.687,2.25,0.021,0.026,0,1,POWER_SPIKE,1
230.98,13.093,2748.95,0.909,49.986,20,6,3024.221,1260.484,1998.95,3.665,0.98,0.014,0.041,0,1,POWER_SPIKE,1
229.75,14.097,2966.64,0.916,49.989,20,6,3238.786,1299.33,2216.64,3.956,0.25,0.011,0.034,0,1,POWER_SPIKE,1
229.47,13.958,3042.82,0.95,50.024,20,6,3202.942,1000.118,2292.82,4.057,0.53,0.024,0.0,0,1,POWER_SPIKE,1
230.45,14.12,3149.82,0.968,49.976,21,6,3253.954,816.58,2399.82,4.2,0.45,0.024,0.018,0,1,POWER_SPIKE,1
228.27,19.67,4359.91,0.971,50.022,21,6,4490.071,1073.484,3609.91,5.813,1.73,0.022,0.021,0,1,POWER_SPIKE,1
231.09,15.278,3251.77,0.921,49.958,21,6,3530.593,1375.387,2501.77,4.336,1.09,0.042,0.029,0,1,POWER_SPIKE,1
228.84,9.992,2252.38,0.985,50.01,21,6,2286.569,394.557,1502.38,3.003,1.16,0.01,0.035,0,1,POWER_SPIKE,1
227.96,4.63,1028.01,0.974,49.97,22,6,1055.455,239.111,678.01,2.937,2.04,0.03,0.024,0,1,POWER_SPIKE,1
233.13,2.91,650.0,0.958,49.971,22,6,678.408,194.546,300.0,1.857,3.13,0.029,0.008,0,0,POWER_SPIKE,1
226.77,6.904,1521.72,0.972,49.963,22,6,1565.62,367.891,1171.72,4.348,3.23,0.037,0.022,0,1,POWER_SPIKE,1
231.29,4.785,1065.73,0.963,50.063,22,6,1106.723,298.263,715.73,3.045,1.29,0.063,0.013,0,1,POWER_SPIKE,1
228.24,8.986,1987.36,0.969,50.008,23,6,2050.965,506.713,1637.36,5.678,1.76,0.008,0.019,0,1,POWER_SPIKE,1
229.82,4.648,1025.58,0.96,50.032,23,6,1068.203,299.097,675.58,2.93,0.18,0.032,0.01,0,1,POWER_SPIKE,1
230.23,5.684,1185.65,0.906,50.048,23,6,1308.627,553.913,835.65,3.388,0.23,0.048,0.044,0,1,POWER_SPIKE,1
231.12,5.334,1187.28,0.963,49.926,23,6,1232.794,332.24,837.28,3.392,1.12,0.074,0.013,0,1,POWER_SPIKE,1
234.53,2.062,465.77,0.963,49.948,0,0,483.601,130.331,335.77,3.583,4.53,0.052,0.013,1,1,POWER_SPIKE,1
228.89,1.79,397.44,0.97,50.035,0,0,409.713,99.603,267.44,3.057,1.11,0.035,0.02,1,1,POWER_SPIKE,1
228.87,3.953,840.54,0.929,49.982,0,0,904.723,334.82,710.54,6.466,1.13,0.018,0.021,1,1,POWER_SPIKE,1
229.3,1.994,426.57,0.933,49.984,0,0,457.224,164.544,296.57,3.281,0.7,0.016,0.017,1,1,POWER_SPIKE,1
230.86,3.557,806.29,0.982,49.998,1,0,821.169,155.103,676.29,6.202,0.86,0.002,0.032,1,1,POWER_SPIKE,1
229.44,2.782,575.85,0.902,49.926,1,0,638.302,275.578,445.85,4.43,0.56,0.074,0.048,1,1,POWER_SPIKE,1
231.75,1.684,362.62,0.929,50.094,1,0,390.267,144.43,232.62,2.789,1.75,0.094,0.021,1,1,POWER_SPIKE,1
228.72,2.655,556.3,0.916,50.036,1,0,607.252,243.616,426.3,4.279,1.28,0.036,0.034,1,1,POWER_SPIKE,1
229.19,1.923,425.83,0.966,50.042,2,0,440.732,113.948,295.83,3.276,0.81,0.042,0.016,1,1,POWER_SPIKE,1
231.86,2.828,611.86,0.933,49.954,2,0,655.7,235.971,481.86,4.707,1.86,0.046,0.017,1,1,POWER_SPIKE,1
230.78,3.343,759.14,0.984,50.016,2,0,771.498,137.457,629.14,5.84,0.78,0.016,0.034,1,1,POWER_SPIKE,1
230.47,2.813,634.74,0.979,49.945,2,0,648.312,132.165,504.74,4.883,0.47,0.055,0.029,1,1,POWER_SPIKE,1
228.71,3.077,671.28,0.954,50.048,3,0,703.741,210.986,541.28,5.164,1.29,0.048,0.004,1,1,POWER_SPIKE,1
227.97,2.854,626.51,0.963,49.993,3,0,650.626,175.345,496.51,4.819,2.03,0.007,0.013,1,1,POWER_SPIKE,1
231.79,2.1,466.34,0.958,49.904,3,0,486.759,139.587,336.34,3.587,1.79,0.096,0.008,1,1,POWER_SPIKE,1
230.41,2.767,606.41,0.951,49.996,3,0,637.544,197.123,476.41,4.665,0.41,0.004,0.001,1,1,POWER_SPIKE,1
231.08,2.903,632.55,0.943,49.962,4,0,670.825,223.246,502.55,4.866,1.08,0.038,0.007,1,1,POWER_SPIKE,1
232.0,1.91,406.7,0.918,50.028,4,0,443.12,175.733,276.7,3.128,2.0,0.028,0.032,1,1,POWER_SPIKE,1
229.53,3.383,757.82,0.976,50.013,4,0,776.5,169.099,627.82,5.829,0.47,0.013,0.026,1,1,POWER_SPIKE,1
229.2,1.606,335.6,0.912,50.032,4,0,368.095,150.989,205.6,2.582,0.8,0.032,0.038,1,1,POWER_SPIKE,1
232.55,3.389,732.14,0.929,49.982,5,0,788.112,291.664,602.14,5.632,2.55,0.018,0.021,1,1,POWER_SPIKE,1
230.5,3.171,686.28,0.939,49.917,5,0,730.915,251.374,556.28,5.279,0.5,0.083,0.011,1,1,POWER_SPIKE,1
227.18,3.005,640.28,0.938,50.023,5,0,682.676,236.64,510.28,4.925,2.82,0.023,0.012,1,1,POWER_SPIKE,1
229.27,4.3,946.37,0.96,50.012,5,0,985.861,276.041,816.37,7.28,0.73,0.012,0.01,1,1,POWER_SPIKE,1
226.02,9.715,1989.37,0.906,49.995,6,0,2195.784,929.426,1489.37,3.979,3.98,0.005,0.044,0,1,POWER_SPIKE,1
228.64,12.181,2626.22,0.943,49.947,6,0,2785.064,926.849,2126.22,5.252,1.36,0.053,0.007,0,1,POWER_SPIKE,1
233.2,9.229,1984.27,0.922,50.022,6,0,2152.203,833.311,1484.27,3.969,3.2,0.022,0.028,0,1,POWER_SPIKE,1
232.88,16.08,3493.79,0.933,49.978,6,0,3744.71,1347.633,2993.79,6.988,2.88,0.022,0.017,0,1,POWER_SPIKE,1
232.54,11.746,2575.8,0.943,49.972,7,0,2731.415,908.995,2075.8,5.152,2.54,0.028,0.007,0,1,POWER_SPIKE,1
232.65,12.024,2540.02,0.908,50.024,7,0,2797.384,1172.02,2040.02,5.08,2.65,0.024,0.042,0,1,POWER_SPIKE,1
229.16,11.713,2592.81,0.966,49.961,7,0,2684.151,693.966,2092.81,5.186,0.84,0.039,0.016,0,1,POWER_SPIKE,1
227.98,7.859,1685.96,0.941,50.057,7,0,1791.695,606.321,1185.96,3.372,2.02,0.057,0.009,0,1,POWER_SPIKE,1
231.48,13.641,3021.9,0.957,49.963,8,0,3157.619,915.987,2521.9,6.044,1.48,0.037,0.007,0,1,POWER_SPIKE,1
231.8,12.157,2603.91,0.924,50.084,8,0,2817.993,1077.579,2103.91,5.208,1.8,0.084,0.026,0,1,POWER_SPIKE,1
227.26,11.192,2416.3,0.95,50.028,8,0,2543.494,794.206,1916.3,4.833,2.74,0.028,0.0,0,1,POWER_SPIKE,1
231.94,11.059,2313.73,0.902,50.082,8,0,2565.024,1107.413,1813.73,4.627,1.94,0.082,0.048,0,1,POWER_SPIKE,1
233.44,9.48,1998.45,0.903,50.05,9,0,2213.011,950.799,1573.45,4.702,3.44,0.05,0.047,0,1,POWER_SPIKE,1
226.87,4.862,996.07,0.903,49.932,9,0,1103.042,473.912,571.07,2.344,3.13,0.068,0.047,0,1,POWER_SPIKE,1
229.84,12.637,2828.94,0.974,50.061,9,0,2904.488,658.006,2403.94,6.656,0.16,0.061,0.024,0,1,POWER_SPIKE,1
231.15,11.024,2418.24,0.949,50.016,9,0,2548.198,803.386,1993.24,5.69,1.15,0.016,0.001,0,1,POWER_SPIKE,1
234.32,10.543,2314.69,0.937,49.989,10,0,2470.436,862.996,1889.69,5.446,4.32,0.011,0.013,0,1,POWER_SPIKE,1
231.6,5.676,1214.65,0.924,49.977,10,0,1314.562,502.678,789.65,2.858,1.6,0.023,0.026,0,1,POWER_SPIKE,1
233.35,5.15,1108.11,0.922,49.982,10,0,1201.753,465.306,683.11,2.607,3.35,0.018,0.028,0,1,POWER_SPIKE,1
228.94,14.399,2996.43,0.909,50.004,10,0,3296.507,1373.971,2571.43,7.05,1.06,0.004,0.041,0,1,POWER_SPIKE,1
227.92,8.243,1728.42,0.92,50.005,11,0,1878.745,736.314,1303.42,4.067,2.08,0.005,0.03,0,1,POWER_SPIKE,1
229.07,5.838,1220.97,0.913,49.89,11,0,1337.311,545.569,795.97,2.873,0.93,0.11,0.037,0,1,POWER_SPIKE,1
226.86,6.55,1439.94,0.969,49.972,11,0,1485.933,367.116,1014.94,3.388,3.14,0.028,0.019,0,1,POWER_SPIKE,1
230.78,6.512,1474.32,0.981,50.023,11,0,1502.839,291.562,1049.32,3.469,0.78,0.023,0.031,0,1,POWER_SPIKE,1
228.87,6.11,1331.31,0.952,49.89,12,0,1398.396,428.046,906.31,3.132,1.13,0.11,0.002,0,1,POWER_SPIKE,1
229.65,6.669,1419.68,0.927,50.055,12,0,1531.536,574.42,994.68,3.34,0.35,0.055,0.023,0,1,POWER_SPIKE,1
231.19,9.891,2140.31,0.936,50.038,12,0,2286.7,804.919,1715.31,5.036,1.19,0.038,0.014,0,1,POWER_SPIKE,1
229.65,5.659,1270.97,0.978,49.956,12,0,1299.589,271.101,845.97,2.991,0.35,0.044,0.028,0,1,POWER_SPIKE,1
233.27,12.686,2737.32,0.925,50.09,13,0,2959.263,1124.423,2312.32,6.441,3.27,0.09,0.025,0,1,POWER_SPIKE,1
229.31,10.882,2467.94,0.989,50.002,13,0,2495.351,369.101,2042.94,5.807,0.69,0.002,0.039,0,1,POWER_SPIKE,1
230.08,5.549,1230.76,0.964,50.017,13,0,1276.714,339.481,805.76,2.896,0.08,0.017,0.014,0,1,POWER_SPIKE,1
234.35,5.751,1315.42,0.976,49.945,13,0,1347.747,293.5,890.42,3.095,4.35,0.055,0.026,0,1,POWER_SPIKE,1
230.85,7.838,1711.59,0.946,50.029,14,0,1809.402,586.548,1286.59,4.027,0.85,0.029,0.004,0,1,POWER_SPIKE,1
230.29,12.58,2842.09,0.981,50.016,14,0,2897.048,562.05,2417.09,6.687,0.29,0.016,0.031,0,1,POWER_SPIKE,1
226.73,10.176,2233.29,0.968,49.972,14,0,2307.204,578.993,1808.29,5.255,3.27,0.028,0.018,0,1,POWER_SPIKE,1
232.24,9.274,2003.03,0.93,50.054,14,0,2153.794,791.647,1578.03,4.713,2.24,0.054,0.02,0,1,POWER_SPIKE,1
231.51,13.301,3033.04,0.985,49.943,15,0,3079.315,531.349,2608.04,7.137,1.51,0.057,0.035,0,1,POWER_SPIKE,1
226.16,8.593,1815.12,0.934,49.971,15,0,1943.393,694.322,1390.12,4.271,3.84,0.029,0.016,0,1,POWER_SPIKE,1
230.62,10.481,2354.25,0.974,50.076,15,0,2417.128,547.596,1929.25,5.539,0.62,0.076,0.024,0,1,POWER_SPIKE,1
227.18,5.711,1275.27,0.983,50.03,15,0,1297.425,238.214,850.27,3.001,2.82,0.03,0.033,0,1,POWER_SPIKE,1
230.25,6.051,1311.0,0.941,50.037,16,0,1393.243,471.482,886.0,3.085,0.25,0.037,0.009,0,1,POWER_SPIKE,1
225.17,5.015,1036.57,0.918,50.038,16,0,1129.228,447.829,611.57,2.439,4.83,0.038,0.032,0,1,POWER_SPIKE,1
230.36,4.134,919.98,0.966,50.019,16,0,952.308,246.212,494.98,2.165,0.36,0.019,0.016,0,1,POWER_SPIKE,1
229.24,8.941,1973.79,0.963,49.989,16,0,2049.635,552.379,1548.79,4.644,0.76,0.011,0.013,0,1,POWER_SPIKE,1
226.63,14.824,3195.04,0.951,49.981,17,0,3359.563,1038.746,2445.04,4.26,3.37,0.019,0.001,0,1,POWER_SPIKE,1
228.81,16.163,3502.19,0.947,49.974,17,0,3698.256,1188.004,2752.19,4.67,1.19,0.026,0.003,0,1,POWER_SPIKE,1
227.48,16.417,3488.09,0.934,49.966,17,0,3734.539,1334.25,2738.09,4.651,2.52,0.034,0.016,0,1,POWER_SPIKE,1
230.7,14.888,3400.3,0.99,49.953,17,0,3434.662,484.519,2650.3,4.534,0.7,0.047,0.04,0,1,POWER_SPIKE,1
227.91,20.618,4501.72,0.958,49.99,18,0,4699.048,1347.538,3751.72,6.002,2.09,0.01,0.008,0,1,POWER_SPIKE,1
231.29,17.971,4073.46,0.98,50.006,18,0,4156.513,827.136,3323.46,5.431,1.29,0.006,0.03,0,1,POWER_SPIKE,1
